source_node,target_node,edge_type
2920,4578,pos_statement
549,5751,pos_statement
2800,4545,pos_statement
3635,4895,pos_statement
2423,8472,pos_statement
164,9410,pos_statement
550,7984,pos_statement
3352,5431,pos_statement
2459,8185,pos_statement
347,5241,pos_statement
1397,9411,pos_statement
2121,5790,pos_statement
541,5899,pos_statement
3134,9181,pos_statement
3930,4510,pos_statement
786,9412,pos_statement
420,6531,pos_statement
937,7897,pos_statement
2412,9253,pos_statement
1693,9413,pos_statement
1884,7769,pos_statement
39,5069,pos_statement
2924,6111,pos_statement
2815,9414,pos_statement
519,6538,pos_statement
2155,6996,pos_statement
1084,4944,pos_statement
112,7549,pos_statement
2813,9368,pos_statement
1801,4803,pos_statement
3399,5657,pos_statement
3391,7919,pos_statement
989,9118,pos_statement
4339,7295,pos_statement
2948,5657,pos_statement
3653,4754,pos_statement
1163,4995,pos_statement
1323,5010,pos_statement
967,9415,pos_statement
1563,9416,pos_statement
1907,5717,pos_statement
2713,9384,pos_statement
3988,9417,pos_statement
371,6600,pos_statement
1361,9418,pos_statement
2675,7270,pos_statement
3235,4791,pos_statement
272,4707,pos_statement
2964,9419,pos_statement
3480,9172,pos_statement
1069,9420,pos_statement
2251,4503,pos_statement
1374,8572,pos_statement
2701,4439,pos_statement
912,8840,pos_statement
1752,7199,pos_statement
1338,7191,pos_statement
2225,7795,pos_statement
3891,5657,pos_statement
2718,4565,pos_statement
258,5657,pos_statement
876,4505,pos_statement
1152,7394,pos_statement
234,6661,pos_statement
385,8007,pos_statement
2724,9421,pos_statement
546,9422,pos_statement
2163,9423,pos_statement
1892,6538,pos_statement
587,7083,pos_statement
35,9424,pos_statement
2655,9425,pos_statement
2212,9426,pos_statement
38,5450,pos_statement
1006,5606,pos_statement
4431,5697,pos_statement
1635,5697,pos_statement
315,9296,pos_statement
1066,9315,pos_statement
3447,6538,pos_statement
3727,5179,pos_statement
3134,5606,pos_statement
164,7607,pos_statement
64,4707,pos_statement
3615,4565,pos_statement
2675,4536,pos_statement
1588,8710,pos_statement
1740,5657,pos_statement
2039,5853,pos_statement
286,7429,pos_statement
4085,4773,pos_statement
1323,4565,pos_statement
1241,9336,pos_statement
2473,7601,pos_statement
1245,8155,pos_statement
2370,9427,pos_statement
2728,6185,pos_statement
865,7916,pos_statement
2021,9233,pos_statement
2421,7915,pos_statement
1547,4555,pos_statement
290,5393,pos_statement
3648,9428,pos_statement
2948,9429,pos_statement
2052,6600,pos_statement
3532,4538,pos_statement
3586,4707,pos_statement
2892,5220,pos_statement
4173,5230,pos_statement
346,7510,pos_statement
4312,9213,pos_statement
3742,4537,pos_statement
2944,4925,pos_statement
726,4637,pos_statement
3383,5857,pos_statement
1902,5657,pos_statement
3682,9430,pos_statement
2922,4536,pos_statement
1713,5203,pos_statement
2921,4995,pos_statement
3283,4692,pos_statement
471,9431,pos_statement
179,9432,pos_statement
2013,5193,pos_statement
1693,9433,pos_statement
2981,9434,pos_statement
898,9213,pos_statement
4109,9435,pos_statement
1638,9436,pos_statement
364,9437,pos_statement
1323,9438,pos_statement
834,4668,pos_statement
663,7430,pos_statement
285,5657,pos_statement
2452,7790,pos_statement
134,4536,pos_statement
1161,9439,pos_statement
209,5216,pos_statement
3896,4823,pos_statement
3533,5546,pos_statement
3274,9440,pos_statement
3736,5237,pos_statement
2509,7945,pos_statement
86,4474,pos_statement
2137,4653,pos_statement
638,5215,pos_statement
1063,4510,pos_statement
1656,9376,pos_statement
831,4504,pos_statement
3828,9441,pos_statement
883,9442,pos_statement
3225,6318,pos_statement
4087,4538,pos_statement
2281,4564,pos_statement
3365,6990,pos_statement
2913,5014,pos_statement
3819,9434,pos_statement
76,4534,pos_statement
3357,7915,pos_statement
3252,9280,pos_statement
1023,9353,pos_statement
2824,8385,pos_statement
2969,5136,pos_statement
346,9179,pos_statement
2601,5899,pos_statement
88,9311,pos_statement
2760,9443,pos_statement
452,7295,pos_statement
2767,7087,pos_statement
2468,5890,pos_statement
2033,9172,pos_statement
995,9444,pos_statement
201,7549,pos_statement
2189,4534,pos_statement
2626,5835,pos_statement
1028,4545,pos_statement
2920,4576,pos_statement
1534,8192,pos_statement
2430,7549,pos_statement
474,5347,pos_statement
3812,6561,pos_statement
3033,4564,pos_statement
2022,4545,pos_statement
3642,9445,pos_statement
438,4995,pos_statement
812,9440,pos_statement
1863,5657,pos_statement
276,6322,pos_statement
174,4860,pos_statement
2997,9446,pos_statement
230,4510,pos_statement
2427,8499,pos_statement
2660,7377,pos_statement
3538,4536,pos_statement
1264,4564,pos_statement
550,9447,pos_statement
480,4564,pos_statement
1176,5872,pos_statement
4032,9448,pos_statement
3392,7024,pos_statement
3910,4439,pos_statement
1884,9301,pos_statement
32,4555,pos_statement
1471,6431,pos_statement
2904,6569,pos_statement
1861,4538,pos_statement
597,5635,pos_statement
1359,7151,pos_statement
3925,9415,pos_statement
275,4575,pos_statement
742,6538,pos_statement
3765,7367,pos_statement
940,5886,pos_statement
4043,8496,pos_statement
1125,4773,pos_statement
189,4536,pos_statement
4405,5657,pos_statement
1213,5852,pos_statement
873,6249,pos_statement
1836,8967,pos_statement
2882,5657,pos_statement
2949,7525,pos_statement
9,9449,pos_statement
1067,9213,pos_statement
1335,4707,pos_statement
1538,5657,pos_statement
3752,4925,pos_statement
4242,5765,pos_statement
204,5911,pos_statement
1390,8192,pos_statement
2678,5872,pos_statement
1308,8987,pos_statement
32,9181,pos_statement
849,9450,pos_statement
88,4873,pos_statement
1429,5346,pos_statement
156,6471,pos_statement
300,7549,pos_statement
51,6252,pos_statement
812,9451,pos_statement
4281,4510,pos_statement
1196,7362,pos_statement
2212,9452,pos_statement
629,4995,pos_statement
3925,5606,pos_statement
1565,9453,pos_statement
714,9277,pos_statement
4169,5657,pos_statement
373,4565,pos_statement
4141,6996,pos_statement
784,7858,pos_statement
906,5886,pos_statement
949,7218,pos_statement
1843,9454,pos_statement
3391,4467,pos_statement
3905,4536,pos_statement
1627,9455,pos_statement
1117,9376,pos_statement
2586,8966,pos_statement
35,4618,pos_statement
1053,9346,pos_statement
715,9213,pos_statement
2609,7692,pos_statement
2857,4790,pos_statement
293,9171,pos_statement
1125,4501,pos_statement
1861,9456,pos_statement
2449,4867,pos_statement
835,9457,pos_statement
1855,4567,pos_statement
