source_node,target_node,edge_type
972,4506,neg_statement
2264,4506,neg_statement
2246,4506,neg_statement
1045,4506,neg_statement
972,4507,neg_statement
2264,4507,neg_statement
2246,4507,neg_statement
1045,4507,neg_statement
2246,4508,neg_statement
972,4508,neg_statement
1045,4508,neg_statement
2264,4508,neg_statement
2246,4509,neg_statement
972,4509,neg_statement
1045,4509,neg_statement
2264,4509,neg_statement
2246,4510,neg_statement
1045,4510,neg_statement
2264,4510,neg_statement
972,4510,neg_statement
2246,4511,neg_statement
1045,4511,neg_statement
972,4511,neg_statement
2264,4511,neg_statement
2246,4512,neg_statement
1045,4512,neg_statement
972,4512,neg_statement
2264,4512,neg_statement
2246,4513,neg_statement
972,4513,neg_statement
1045,4513,neg_statement
2264,4513,neg_statement
2246,4514,neg_statement
1045,4514,neg_statement
972,4514,neg_statement
2264,4514,neg_statement
1045,4515,neg_statement
972,4515,neg_statement
2264,4515,neg_statement
2246,4515,neg_statement
972,4516,neg_statement
2264,4516,neg_statement
2246,4516,neg_statement
1045,4516,neg_statement
972,4517,neg_statement
2264,4517,neg_statement
2246,4517,neg_statement
1045,4517,neg_statement
972,4518,neg_statement
2264,4518,neg_statement
2246,4518,neg_statement
1045,4518,neg_statement
71,4519,neg_statement
4218,4519,neg_statement
2976,4519,neg_statement
71,4520,neg_statement
4218,4520,neg_statement
2976,4520,neg_statement
4218,4521,neg_statement
2976,4521,neg_statement
71,4521,neg_statement
4218,4522,neg_statement
2976,4522,neg_statement
71,4522,neg_statement
1414,4523,neg_statement
1414,4524,neg_statement
1414,4442,neg_statement
3698,4525,neg_statement
1931,4525,neg_statement
2597,4526,neg_statement
3297,4526,neg_statement
2597,4527,neg_statement
3297,4527,neg_statement
2597,4528,neg_statement
3297,4528,neg_statement
2597,4529,neg_statement
3297,4529,neg_statement
2597,4530,neg_statement
3297,4530,neg_statement
2597,4531,neg_statement
3297,4531,neg_statement
3560,4532,neg_statement
1848,4532,neg_statement
2882,4533,neg_statement
1151,4533,neg_statement
1628,4534,neg_statement
2626,4535,neg_statement
343,4535,neg_statement
1349,4535,neg_statement
2944,4535,neg_statement
2626,4536,neg_statement
343,4536,neg_statement
1349,4536,neg_statement
2944,4536,neg_statement
2626,4537,neg_statement
343,4537,neg_statement
1349,4537,neg_statement
2944,4537,neg_statement
2626,4538,neg_statement
343,4538,neg_statement
1349,4538,neg_statement
2944,4538,neg_statement
2626,4539,neg_statement
343,4539,neg_statement
1349,4539,neg_statement
2944,4539,neg_statement
2626,4540,neg_statement
343,4540,neg_statement
1349,4540,neg_statement
2944,4540,neg_statement
2626,4541,neg_statement
343,4541,neg_statement
1349,4541,neg_statement
2944,4541,neg_statement
2626,4542,neg_statement
343,4542,neg_statement
1349,4542,neg_statement
2944,4542,neg_statement
2626,4543,neg_statement
343,4543,neg_statement
1349,4543,neg_statement
2944,4543,neg_statement
2626,4544,neg_statement
343,4544,neg_statement
1349,4544,neg_statement
2944,4544,neg_statement
3453,4545,neg_statement
3453,4534,neg_statement
514,4546,neg_statement
1871,4546,neg_statement
514,4547,neg_statement
1871,4547,neg_statement
514,4548,neg_statement
1871,4548,neg_statement
514,4549,neg_statement
1871,4549,neg_statement
263,4550,neg_statement
32,4550,neg_statement
263,4551,neg_statement
32,4551,neg_statement
263,4552,neg_statement
32,4552,neg_statement
263,4553,neg_statement
32,4553,neg_statement
263,4511,neg_statement
